PDB_ID,UniProt_ID
7TO4,P0DTC2
7TO5,P03367
7TO6,P03367
7TO7,Q15059
7TO8,Q15059
7TO9,Q15059
7TOA,Q15059
7TOB,P0DTD1
7TOC,A0A2H0ZMH9
7TOD,Q5ZU30
7TOE,P11413
7TOF,P11413
7TOG,A0A5M4AV20
7TOH,A0A5M4AV20
7TOI,A0A5M4AV20
7TOJ,A0A1M6XU10
7TOK,A0A5P6A8B9
7TOL,Q58036
7TOM,Q58036
7TOO,P0CX45
7TOP,P0CX45
7TOQ,G1TL06
7TOR,G1TT27
7TOS,P60422
7TOT,Q6G456
7TOU,P0DTC2
7TOV,P0DTC2
7TOW,P0DTC2
7TOX,P0DTC2
7TOY,P0DTC2
7TOZ,P0DTC2
7TP0,P0DTC2
7TP1,P0DTC2
7TP2,P0DTC2
7TP3,P0DTC2
7TP4,P0DTC2
7TP5,Q2IU02
7TP6,Q2IU02
7TP7,P0DTC2
7TP8,P0DTC2
7TP9,P0DTC2
7TPA,P0DTC2
7TPB,B4DTL8
7TPC,P0DTC2
7TPD,P08514
7TPE,P0DTC2
7TPF,P0DTC2
7TPG,Q1LJU1
7TPH,P0DTC2
7TPI,P0DTC2
7TPJ,Q1LJU1
7TPK,P0DTC2
7TPL,P0DTC2
7TPM,O51321
7TPN,P00459
7TPO,P00459
7TPP,P00742
7TPR,P0DTC2
7TPS,P33681
7TPT,P61157
7TPU,C7YS44
7TPV,P00459
7TPW,P00459
7TPX,P00459
7TPY,P00459
7TPZ,P00459
7TQ0,P00459
7TQ1,P0AC13
7TQ2,P0DTD1
7TQ3,P0DTD1
7TQ4,P0DTD1
7TQ5,P0DTD1
7TQ6,P0DTD1
7TQ7,K9N7C7
7TQ8,K9N7C7
7TQ9,P00459
7TQC,P00459
7TQD,P0DSP4
7TQE,P00459
7TQF,P00459
7TQH,P00459
7TQI,P00459
7TQJ,P00459
7TQK,P00459
7TQL,O60841
7TQM,Q2IU02
7TQN,Q9NSU2
7TQO,Q9NSU2
7TQP,Q9NSU2
7TQQ,Q9NSU2
7TQR,Q9HLI6
7TQS,Q7T7N6
7TQT,Q7T7N6
7TQU,Q7T7N6
7TQV,P0DTD1
7TQW,D0VWU9
7TQX,Q2XVP4
7TQY,Q2XVP4
7TQZ,Q2XVP4
7TR0,Q2XVP4
7TR1,Q2XVP4
7TR2,Q2XVP4
7TR3,Q2XVP4
7TR4,A0A140T9X5
7TR6,Q8U338
7TR7,P27695
7TR8,A0A5C0XNV5
7TR9,Q8U338
7TRA,A0A5C0XNV5
7TRB,Q96RI1
7TRC,O60832
7TRD,O14746
7TRE,O14746
7TRF,O14746
7TRG,P07437
7TRH,C9EL84
7TRI,C3PR59
7TRJ,Q13144
7TRK,P63096
7TRL,Q13490
7TRM,Q13490
7TRN,P47929
7TRO,P47929
7TRP,P63096
7TRQ,P63096
7TRR,Q5F966
7TRS,P63096
7TRT,Q2IU02
7TRU,Q2IU02
7TRV,A0A380PDL3
7TRW,A0A380PDL3
7TRY,P29992
7TS0,P54311
7TS1,P29475
7TS2,P29475
7TS3,P29475
7TS4,P29475
7TS5,P29475
7TS6,P29475
7TS7,P29475
7TS8,P29475
7TS9,P29476
7TSA,P29476
7TSB,P29476
7TSC,P29476
7TSD,P29476
7TSE,P29476
7TSF,P29476
7TSG,P29474
7TSH,P29474
7TSI,P29474
7TSJ,Q72A99
7TSK,P29474
7TSL,P29474
7TSM,P29474
7TSN,P29474
7TSO,P29474
7TSP,P29474
7TSQ,P0DSP4
7TSR,Q5S6Z9
7TSS,Q5S6Z9
7TSU,Q5S6Z9
7TSV,Q5S6Z9
7TSW,P00387
7TSX,P0DSP4
7TSZ,P0A940
7TT0,P0A940
7TT1,P0A940
7TT2,P0A940
7TT3,P0A940
7TT4,P0A940
7TT5,P0A940
7TT6,P0A940
7TT7,P0A940
7TT8,O00482
7TT9,A9DF82
7TTC,P0A940
7TTD,Q2XVP4
7TTE,Q2XVP4
7TTF,Q2XVP4
7TTH,Q9UP95
7TTI,Q9UP95
7TTJ,P09917
7TTK,P09917
7TTL,P09917
7TTM,U5WLK5
7TTN,P07437
7TTR,Q9H078
7TTS,Q9H078
7TTT,P07437
7TTU,Q2FZ42
7TTV,P0AEG4
7TTW,Q2FZ42
7TTY,U5WI05
7TTZ,Q6MZV6
7TU0,A3XHN1
7TU1,A3XHN1
7TU2,A3XHN1
7TU3,A3XHN1
7TU4,A3XHN1
7TU5,A3XHN1
7TU6,A3XHN1
7TU7,A3XHN1
7TU8,A3XHN1
7TU9,O93430
7TUA,P21579
7TUB,P07437
7TUC,D5H3J5
7TUD,D5H3J5
7TUE,D5H3J5
7TUF,O15533
7TUG,O15533
7TUI,P43098
7TUJ,Q8IY92
7TUK,Q460Z9
7TUL,P17400
7TUM,P00698
7TUN,P12277
7TUO,Q96RU2
7TUQ,O60885
7TUR,P00503
7TUT,P38377
7TUU,P0DTD1
7TUV,Q95Z12
7TUW,Q7M119
7TUX,P20035
7TUY,P32249
7TUZ,P63096
7TV0,O60885
7TV2,P04590
7TV3,P97253
7TV4,Q9Y6K9
7TV5,W5IDB3
7TV6,W5IDB3
7TV7,W5IDB3
7TV8,W5IDB3
7TV9,P01024
7TVA,P42229
7TVB,P42229
7TVC,Q8T9T4
7TVD,P00533
7TVE,Q07913
7TVF,Q9UQ13
7TVG,Q9UQ13
7TVH,Q9I2Q1
7TVI,O93430
7TVJ,Q06124
7TVK,K9V437
7TVQ,Q9BPE9
7TVR,Q9BPE9
7TVS,P0DTD1
7TVW,Q9LK01
7TVX,P0DTD1
7TVY,Q6TS00
7TVZ,P02730
7TW0,P02730
7TW1,P02730
7TW2,P02730
7TW3,P02730
7TW5,P02730
7TW6,P02730
7TW7,P41212
7TW8,P41212
7TW9,P41212
7TWA,F8JJ25
7TWC,A0A2U2H2N4
7TWD,Q6PD74
7TWE,A0A2U2H2N4
7TWF,P0DTD1
7TWG,P0DTD1
7TWH,P0DTD1
7TWI,P0DTD1
7TWJ,P0DTD1
7TWN,P0DTD1
7TWO,P0DTD1
7TWP,P0DTD1
7TWQ,P0DTD1
7TWR,P0DTD1
7TWS,P0DTD1
7TWT,P0DTD1
7TWU,P11086
7TWV,P0DTD1
7TWW,P0DTD1
7TWX,P0DTD1
7TWY,P0DTD1
7TWZ,A0A0H3GP70
7TX0,P0DTD1
7TX1,P0DTD1
7TX2,P11086
7TX3,P0DTD1
7TX4,P0DTD1
7TX5,P0DTD1
7TX6,P41440
7TX7,P41440
7TX8,B6DDQ8
7TX9,J3KQA0
7TXA,Q5NEJ8
7TXB,P9WN21
7TXC,Q96JB3
7TXD,Q2N0S6
7TXE,Q8I6T6
7TXF,P58154
7TXG,Q5NEJ8
7TXH,O14807
7TXI,Q9YAN8
7TXJ,A7WKI9
7TXK,A0A0H2ZQB9
7TXL,A0A0H2ZQB9
7TXM,Q8YVV6
7TXN,Q8YVV6
7TXO,Q8YVV6
7TXP,A0A334FGR6
7TXQ,A0A334FGR6
7TXS,A0A334FGR6
7TXT,P31645
7TXU,A0A068N621
7TXV,A0A068N621
7TXW,Q7KQL2
7TXX,A0A0H3LWK6
7TXY,A0A136PV43
7TXZ,Q9IH62
7TY0,Q9IH62
7TY1,P47779
7TY2,Q9BYW2
7TY3,Q9BYW2
7TY4,P02730
7TY6,P02730
7TY7,P02730
7TY8,P02730
7TYA,P02730
7TYB,Q9HWG3
7TYD,P22455
7TYE,P0A7J0
7TYF,P63092
7TYG,Q9UQ13
7TYH,P63092
7TYI,P63092
7TYJ,P14616
7TYK,P14616
7TYL,P63092
7TYM,P14616
7TYN,P63092
7TYO,P63092
7TYP,Q15562
7TYQ,Q15562
7TYR,P78527
7TYS,P70673
7TYT,P70673
7TYU,Q15562
7TYV,P08669
7TYW,P63092
7TYX,P63092
7TYY,P63092
7TYZ,P0DTC2
7TZ0,P0DTC2
7TZ1,A0A2D1GKF7
7TZ2,Q08830
7TZ4,Q9HWG3
7TZ5,M1ND93
7TZ6,P31800
7TZ7,P42336
7TZ8,Q55544
7TZ9,A0A0H2Z6F6
7TZA,A0A0H2Z6F6
7TZB,Q9NP81
7TZC,P11716
7TZD,Q6N882
7TZE,Q61790
7TZF,P63092
7TZG,P18627
7TZH,P18627
7TZI,A0A7J4MVA9
7TZJ,P0DTC1
7TZK,Q12929
7TZL,A0A7H1Q9H8
7TZM,Q2IU02
7TZN,Q2IU02
7TZO,P42345
7TZP,A0A332H2K8
7TZV,Q9A999
7TZW,Q2IU02
7TZX,Q2IU02
7TZY,Q2IU02
7TZZ,P17597
7U00,Q2IU02
7U01,Q12913
7U02,Q9A999
7U05,Q04183
7U06,Q04183
7U07,D1C7A6
7U08,Q12913
7U0D,P0DTC2
7U0F,P02550
7U0G,P68431
7U0H,P0CX45
7U0I,P68431
7U0J,P68431
7U0L,P79143
7U0M,B1MC30
7U0N,Q9BYF1
7U0O,A0A0N9XSE6
7U0P,P0DTC2
7U0Q,P0DTC2
7U0R,M9SC49
7U0S,Q4WLV6
7U0T,P48454
7U0U,Q4WUR1
7U0V,P68550
7U0W,P68550
7U0X,P0DTC2
7U0Z,P10636
7U10,Q9NUM4
7U11,Q9NUM4
7U12,Q9NUM4
7U13,Q9NUM4
7U14,Q9NUM4
7U15,Q9NUM4
7U16,Q9NUM4
7U17,Q9NUM4
7U18,Q9NUM4
7U19,P38630
7U1A,P38630
7U1B,Q9A800
7U1C,Q9A800
7U1D,P17597
7U1E,P70673
7U1H,Q84UI1
7U1I,Q702P1
7U1J,Q9M3X6
7U1M,Q9BV86
7U1N,B6DDQ8
7U1O,D1C7A6
7U1P,P38630
7U1Q,P70673
7U1R,Q53Z42
7U1S,P70673
7U1T,P03211
7U1U,P17597
7U1V,Q9UT55
7U1X,Q9UT55
7U1Y,Q9UT55
7U1Z,P16154
7U20,Q9UBP6
7U21,A0A140T913
7U22,P9WGZ1
7U23,P08069
7U24,P70673
7U25,P17597
7U28,P0DTD1
7U29,P0DTD1
7U2A,Q9NP81
7U2B,Q9NP81
7U2D,P0DTC2
7U2E,P0DTC2
7U2F,P00282
7U2H,P60493
7U2I,P60493
7U2J,P60493
7U2K,P63096
7U2L,P63096
7U2M,O93430
7U2N,O93430
7U2O,O93430
7U2P,P16154
7U2Q,C7FH46
7U2R,C6J7N0
7U2S,A0A2W1NDJ7
7U2T,C7FH46
7U2U,P12497
7U2V,Q8I6T6
7U2X,P70673
7U2Z,P49841
7U30,O14744
7U31,P49841
7U32,P35956
7U33,P49841
7U34,Q4X1J1
7U35,Q9HVZ9
7U36,P49841
7U37,Q9KQC4
7U39,A0A5P2ALW6
7U3A,A0A5P2ALW6
7U3B,A0A5P2ALW6
7U3D,A0A5P2ALW6
7U3E,Q8IVV7
7U3F,Q8IVV7
7U3G,Q8IVV7
7U3H,Q8IVV7
7U3I,Q8IVV7
7U3J,Q8IVV7
7U3K,Q8IVV7
7U3L,Q8IVV7
7U3M,F1QCV2
7U46,P49450
7U47,P49450
7U48,P28585
7U49,P28585
7U4B,P28585
7U4C,P42555
7U4D,P49450
7U4E,H9XI12
7U4F,Q8AZ87
7U4G,B8K0N8
7U4I,P36969
7U4J,P36969
7U4K,P36969
7U4L,P36969
7U4M,P36969
7U4N,P36969
7U4O,Q9Y6W6
7U4P,P05067
7U4Q,P21579
7U4R,Q9Y6W6
7U4S,Q92211
7U4T,Q99437
7U4W,P41212
7U4Z,P41212
7U50,Q71DI3
7U51,Q71DI3
7U52,Q71DI3
7U53,Q71DI3
7U55,A0A151EDA9
7U56,A0A0H3GSI5
7U57,P28585
7U58,A0A5Q0TWV7
7U59,F1QCV2
7U5A,D1C7A6
7U5B,Q9Y337
7U5C,P49642
7U5F,Q9HTM2
7U5H,Q2HJH1
7U5I,Q9TTK8
7U5J,A6QLL8
7U5K,O02675
7U5L,O46414
7U5M,P10096
7U5N,P15103
7U5O,P09529
7U5P,P27037
7U5Q,C0RLW1
7U5S,Q5AME2
7U5T,Q5AME2
7U5U,Q5AME2
7U5V,Q03164
7U5W,P00918
7U5X,P00918
7U5Y,Q9I5T1
7U5Z,P03366
7U60,P08514
7U65,P15723
7U66,P15723
7U67,P15723
7U69,F1QCV2
7U6A,F1QCV2
7U6B,F1QCV2
7U6D,P06213
7U6E,P01308
7U6F,P40336
7U6G,A0A0H2Z6F6
7U6H,A0A0F4XRB2
7U6I,A0A1H0BKU7
7U6J,A0A1H0BKU7
7U6K,P03856
7U6L,F8G0P1
7U6M,P06608
7U6O,A0A090M4C4
7U6P,P11926
7U6Q,C4NV37
7U6R,A0A1W6ASU7
7U6U,P11926
7U6V,Q7DI68
7U6Y,P70673
7U6Z,P04977
7U70,H6UQI0
7U71,Q99PF4
7U72,Q9Y253
7U73,Q9Y253
7U74,Q9Y253
7U75,Q9Y253
7U76,Q9Y253
7U77,Q9Y253
7U78,Q9Y253
7U79,Q9Y253
7U7A,Q9Y253
7U7B,Q9Y253
7U7C,Q9Y253
7U7D,Q9Y253
7U7E,Q9Y253
7U7F,Q9Y253
7U7G,Q9Y253
7U7H,I3YKQ4
7U7I,Q9Y253
7U7J,Q9Y253
7U7K,Q9Y253
7U7L,Q9Y253
7U7M,P70673
7U7N,Q6UWB1
7U7O,P03856
7U7R,Q9Y253
7U7S,Q9Y253
7U7T,Q9Y253
7U7U,Q9Y253
7U7V,Q9Y253
7U7W,Q9Y253
7U7X,Q9Y253
7U7Y,Q9Y253
7U7Z,Q9Y253
7U80,Q9Y253
7U81,Q9Y253
7U82,Q9Y253
7U83,Q9Y253
7U84,Q9Y253
7U8C,Q13421
7U8D,P62942
7U8E,P0DTC2
7U8F,Q96SW2
7U8G,P04839
7U8H,P01116
7U8J,A0A0G2YG46
7U8K,P68135
7U8L,A0A0G2YG46
7U8M,A0A0G2YG46
7U8O,Q29048
7U8P,Q29048
7U8Q,Q29048
7U8R,Q29048
7U8S,Q9F663
7U8T,G0S0T5
7U8U,Q12931
7U8V,Q12931
7U8W,Q12931
7U8X,Q12931
7U8Y,Q91XB0
7U8Z,F8W4B7
7U91,D1C7A6
7U92,P0DTD1
7U94,Q6V7U2
7U95,Q6V7U2
7U96,Q6V7U2
7U97,Q6V7U2
7U98,P00533
7U99,P00533
7U9A,P00533
7U9B,Q9F663
7U9C,P67080
7U9D,Q9UKL6
7U9E,P68874
7U9F,P08514
7U9G,P08667
7U9H,P67080
7U9I,Q86X55
7U9J,Q13421
7U9K,Q2FWH3
7U9N,P00327
7U9O,P0DTC2
7U9P,P0DTC2
7U9Q,Q92736
7U9R,Q92736
7U9S,P14920
7U9T,Q92736
7U9U,P14920
7U9V,P08514
7U9W,P68874
7U9X,Q92736
7U9Y,P61964
7U9Z,Q92736
7UA1,Q92736
7UA2,P68874
7UA3,Q92736
7UA4,Q92736
7UA5,Q92736
7UA6,P00327
7UA7,Q9F663
7UA8,P68874
7UA9,Q92736
7UAA,P70673
7UAB,Q16819
7UAC,Q16819
7UAD,P17706
7UAE,Q16819
7UAF,Q16819
7UAG,P11413
7UAH,P00747
7UAI,Q9UGM5
7UAJ,P0AEX9
7UAK,P37840
7UAL,P11413
7UAM,P29475
7UAN,P29476
7UAO,P29474
7UAP,P0DTC2
7UAQ,P0DTC2
7UAR,P0DTC2
7UAS,P61964
7UAT,P67080
7UAU,P67080
7UAV,P0DW58
7UAW,P0DW58
7UAX,P67080
7UAY,P08684
7UAZ,P08684
7UB0,P0DTC2
7UB2,Q92FL9
7UB4,P67080
7UB5,P0DTC2
7UB6,P0DTC2
7UB8,P67080
7UBA,A7TRP1
7UBB,Q92FL9
7UBJ,P03047
7UBK,P03047
7UBL,P03047
7UBM,P0A7Z4
7UBN,P0A7Z4
7UBO,Q58F21
7UBP,P67080
7UBQ,P67080
7UBR,P08514
7UBS,P68874
7UBT,P42229
7UBU,Q9AXT8
7UBX,P16154
7UBY,P16154
7UBZ,A0A0H3CKN4
7UC2,P11413
7UC3,U2Q1B9
7UC5,P04439
7UC6,P42229
7UC7,P42229
7UC8,P68874
7UC9,P00327
7UCA,P00327
7UCC,P53539
7UCD,P53539
7UCF,Q2N0S6
7UCG,Q202J5
7UCH,A0A1U7N2Z8
7UCI,B3EYF9
7UCJ,G1TT27
7UCK,G1TT27
7UCL,B3EYF9
7UCN,P50120
7UCQ,P68874
7UCS,P50120
7UCT,P50120
7UCU,P00327
7UCV,P50120
7UCW,Q9CQ62
7UCX,Q14114
7UCY,P08514
7UCZ,P50120
7UD0,O77059
7UD1,P50120
7UD3,P50120
7UD4,Q6JC40
7UD5,P84233
7UD6,P06241
7UD7,P69905
7UD8,P69905
7UDA,Q9A800
7UDB,P61765
7UDC,P61765
7UDD,P00327
7UDE,P00327
7UDF,Q2IU02
7UDG,P08514
7UDH,P08514
7UDI,Q9RYE6
7UDP,Q8NI60
7UDQ,Q8NI60
7UDR,P00327
7UDS,Q9IMJ0
7UDT,P68139
7UDU,P68139
7UE0,P08514
7UE1,P12497
7UE3,Q9H999
7UE4,Q9H999
7UE5,Q9H999
7UE6,Q9H999
7UE7,Q9H999
7UE8,Q9H999
7UE9,P01024
7UEA,Q8KAY0
7UEB,Q8KAY0
7UEC,P00327
7UED,Q13421
7UEE,P00327
7UEF,P00327
7UEG,A3MUL8
7UEH,O86020
7UEI,P00327
7UEJ,P00327
7UEO,Q9H999
7UEP,Q9H999
7UEQ,Q9H999
7UER,Q9H999
7UES,Q9H999
7UET,Q9H999
7UEU,Q9H999
7UEV,Q9H999
7UEX,Q9H999
7UEY,Q9H999
7UEZ,Q9KKP2
7UF0,Q9KKP2
7UF1,Q9KKP2
7UF2,Q9KKP2
7UF3,Q9KKP2
7UF4,Q9KKP2
7UF5,Q9KKP2
7UF6,P69905
7UF7,P69905
7UF9,P08684
7UFA,P08684
7UFB,P08684
7UFC,P08684
7UFD,P08684
7UFE,P08684
7UFF,P08684
7UFG,Q13219
7UFH,P08514
7UFJ,Q95460
7UFK,Q9BYF1
7UFL,Q9BYF1
7UFN,Q7K740
7UFO,Q7K740
7UFP,E3GZ29
7UFQ,Q7K740
7UFR,Q8G4Q1
7UFS,Q8G4Q0
7UFT,Q8G4P9
7UFU,Q8G4Q1
7UFV,Q9Y4B6
7UFW,P68874
7UFX,P03856
7UFY,Q9NUW8
7UFZ,Q9NUW8
7UG0,O59010
7UG1,P24941
7UG2,Q3UWZ0
7UG3,A0A422Z2E3
7UG5,Q15059
7UG6,P14120
7UG7,P0A6M8
7UG8,Q0I6F8
7UG9,P77766
7UGB,P63086
7UGD,O59010
7UGE,Q92793
7UGF,O60885
7UGG,Q8K424
7UGH,A0A6A5BXC3
7UGI,Q09472
7UGJ,O59010
7UGK,Q5T6V5
7UGL,Q92793
7UGN,Q2N0S5
7UGO,Q2N0S5
7UGP,Q2N0S5
7UGQ,D7S1H2
7UGR,A0A059PIR9
7UGS,A0A059PIR9
7UGT,A0A059PIR9
7UGU,P69949
7UGV,O59010
7UGW,P9WG47
7UGX,O59010
7UH3,O59010
7UH6,O59010
7UH8,P08514
7UH9,P63316
7UHA,P63316
7UHB,P0DTC2
7UHC,P0DTC2
7UHE,P35189
7UHF,Q01668
7UHG,Q01668
7UHH,B2FTM1
7UHI,B2FTM1
7UHJ,B2FTM1
7UHK,B2FTM1
7UHL,B2FTM1
7UHM,B2FTM1
7UHN,B2FTM1
7UHO,B2FTM1
7UHP,B2FTM1
7UHQ,B2FTM1
7UHR,B2FTM1
7UHS,B2FTM1
7UHT,B2FTM1
7UHV,P00327
7UHW,P00327
7UHX,P00327
7UHY,Q9NXC5
7UHZ,P06437
7UI0,P06437
7UI1,P68874
7UI2,F8R290
7UI3,P48775
7UI4,P0DW33
7UI5,P06702
7UI6,O95461
7UI7,O95461
7UI8,S1N325
7UI9,P04050
7UIA,Q00496
7UIB,Q00496
7UIC,Q12124
7UIE,Q00496
7UIF,P04050
7UIG,Q12321
7UIH,Q13200
7UIJ,Q07337
7UIK,P04386
7UIL,Q12124
7UIM,A0A173ZME3
7UIN,A0A173ZME3
7UIO,P04050
7UIQ,Q9UQM7
7UIR,Q9UQM7
7UIS,Q9UQM7
7UIU,Q9HV55
7UIV,P0ABH9
7UIW,P0ABH9
7UIX,P0ABH9
7UIY,P0ABH9
7UIZ,P0ABH9
7UJ0,P0ABH9
7UJ1,P23246
7UJ2,Q44977
7UJ3,A0A7D5GVC1
7UJ4,O00255
7UJ5,K2K6A3
7UJ6,Q8RMD9
7UJ7,P03372
7UJ8,P03372
7UJ9,P0DTD1
7UJA,A0A218N9U8
7UJB,Q5JF65
7UJC,P03372
7UJD,Q13200
7UJE,P08514
7UJF,P03372
7UJG,P0DTD1
7UJH,A0A0R0IK90
7UJI,A0A0R0IK90
7UJJ,P09385
7UJK,P08514
7UJL,P03698
7UJM,P03372
7UJN,Q9Y3Z3
7UJO,P03372
7UJP,Q9UQM7
7UJQ,Q9UQM7
7UJR,Q9UQM7
7UJS,Q9UQM7
7UJT,Q9UQM7
7UJU,P0DTD1
7UJV,Q99814
7UJW,P03372
7UJX,P05132
7UJY,P03372
7UK1,P23246
7UK2,F8W4B7
7UK3,D1C7A6
7UK4,I7FMV0
7UK5,Q9NZV8
7UK6,P33222
7UK7,P33222
7UK8,P0ADT5
7UK9,P08514
7UKA,P0ADT5
7UKC,Q9NZV8
7UKD,Q9NZV8
7UKE,Q9NZV8
7UKF,Q9NZV8
7UKG,Q9NZV8
7UKH,Q9NZV8
7UKJ,Q9XJP3
7UKK,P0DTD1
7UKL,P0DTC2
7UKM,P0DTC2
7UKN,Q16531
7UKO,P08514
7UKP,P08514
7UKR,Q07889
7UKS,Q07889
7UKT,P08514
7UKV,P00533
7UKW,P00533
7UKZ,P21127
7UL0,P0DTC2
7UL1,P0DTC2
7UL2,P30989
7UL3,P25021
7UL4,P42866
7UL5,P30874
7UL6,Q0P7K6
7UL7,Q9IMJ0
7ULA,Q88ND0
7ULB,P0DKR6
7ULC,D1C7A6
7ULD,O28028
7ULE,O28028
7ULF,O28028
7ULG,P01391
7ULH,A0A0H2ZRP4
7ULI,P14891
7ULJ,P08238
7ULK,Q12931
7ULL,P14625
7ULN,P09514
7ULO,P17525
7ULQ,Q53B58
7ULR,P01398
7ULS,P80494
7ULT,P0DTD1
7ULU,O94760
7ULV,O94760
7ULW,P83111
7ULX,O94760
7ULY,P00698
7ULZ,Q9HYC7
7UM0,A0A172JIC8
7UM1,A0A172JIC8
7UM2,Q53Z42
7UM3,P18627
7UM4,P47898
7UM5,P47898
7UM6,P47898
7UM7,P47898
7UM8,P0AEK4
7UM9,P00352
7UMA,H9L4J5
7UMB,Q6VAB6
7UMG,Q95460
7UMH,P29254
7UMI,P03147
7UMJ,C0HL89
7UMK,P03521
7UML,P03521
7UMM,A7Y8I1
7UMN,A7Y8I1
7UMO,Q13432
7UMP,Q9GZT9
7UMQ,P04156
7UMR,C6H0Y9
7UMS,X4YMN0
7UMT,X4YMN0
7UMU,Q9Y6W6
7UMV,Q9Y6W6
7UMW,P0AEK4
7UMX,D0CAD5
7UMY,D0CAD5
7UN0,Q9Y6W6
7UN1,Q96E40
7UN2,A0A8E6Z6W6
7UN3,P62987
7UN4,Q9Y6W6
7UN5,P04156
7UN6,Q9C0C9
7UN7,Q9UGP5
7UN8,A0A2T5Y4G4
7UN9,A0A2T5Y4G4
7UNA,A0A2T5Y4G4
7UNB,Q8I6T1
7UNC,A0A7M4DUC2
7UND,A0A7M4DUC2
7UNE,P31404
7UNF,P27449
7UNG,Q5VTT2
7UNK,Q8TEX9
7UNL,Q9BSA9
7UNM,Q9BSA9
7UNN,Q6NJK4
7UNO,Q6NJK4
7UNP,A3DCY5
7UNQ,Q9HV55
7UNR,Q9HWE3
7UNT,Q9HV55
7UNU,Q9HWE3
7UNV,Q9HWE3
7UNW,Q9HWE3
7UNY,Q8IM47
7UNZ,Q8IM47
7UO0,P0A7Y8
7UO1,P0A7Y8
7UO2,P0A7Y8
7UO3,H9L4J5
7UO4,P0DTD1
7UO5,P0A7Y8
7UO6,E7CCA0
7UO7,P0DTD1
7UO8,H9L4J5
7UO9,P0DTD1
7UOA,P43358
7UOB,P0DTD1
7UOC,A0A2U8XQU6
7UOD,A0A8E6Z6W6
7UOE,P0DTD1
7UOF,Q58885
7UOG,P03856
7UOH,O14744
7UOI,A0A1S8KJG1
7UOJ,Q2N0S6
7UOL,P11179
7UOM,P11180
7UON,H6UQI0
7UOO,Q03862
7UOP,Q9IH63
7UOQ,P12497
7UOR,Q55080
7UOS,Q9JIH7
7UOT,P08669
7UOV,P08669
7UOW,P0DTC2
7UOX,E9NWK5
7UOY,E9NWK5
7UP1,E9NWK5
7UP2,Q9XAY4
7UP3,E9NWK5
7UP4,O75582
7UP5,O75582
7UP6,O75582
7UP7,O75582
7UP8,O75582
7UP9,Q9IH63
7UPA,Q9IH63
7UPB,Q9IH63
7UPD,Q9IH63
7UPE,P10636
7UPF,P10636
7UPG,P10636
7UPH,P0AG59
7UPI,O14807
7UPJ,P03367
7UPK,Q9IH63
7UPL,P0DTC2
7UPM,Q92519
7UPN,P62937
7UPR,Q8NBU5
7UPS,Q5ZYR7
7UPT,Q8NBU5
7UPV,A0A1D6QTZ9
7UPW,P0DTC2
7UPX,P0DTC2
7UPY,P0DTC2
7UPZ,P17676
7UQ0,O53291
7UQ1,Q2FZ58
7UQ2,P13314
7UQ3,Q8N371
7UQ9,P00327
7UQB,Q03862
7UQC,Q14CZ8
7UQI,P40340
7UQJ,P40340
7UQK,P40340
7UQR,P70673
7UQU,Q99PF4
7UQV,A0A0L6JSP1
7UQW,P73832
7UQX,Q16394
7UQY,Q16394
7UQZ,Q03862
7UR0,P03856
7UR1,Q53Z42
7UR2,A0A8L2Q7U3
7UR3,P07900
7UR4,Q6WB98
7UR6,C6G0D7
7UR9,P0DTD1
7URA,Q9H237
7URB,P0DTD1
7URC,Q9H237
7URD,Q9H237
7URE,Q9H237
7URF,Q5VTY9
7URG,M1PRZ0
7URH,Q9TYS3
7URN,P12493
7URO,P39993
7URQ,P0DTC2
7URR,P39993
7URS,P0DTC2
7URT,P12493
7URU,P0DOX5
7URV,P15391
7URW,Q13554
7URX,P15391
7URY,Q13554
7URZ,Q13554
7US1,Q9JK66
7US2,Q9H078
7US3,P0DXB2
7US4,P0DTD1
7US5,Q5M6Q7
7US6,A0A8E6CMP0
7US7,P29475
7US8,P29475
7US9,A0A8E6CMP0
7USA,A0A8E6CMP0
7USB,A0A8E6CMP0
7USC,Q7L576
7USD,Q7L576
7USE,Q7L576
7USF,P03365
7USG,P25440
7USH,P25440
7USI,P25440
7USJ,O60885
7USK,O60885
7USL,P11215
7USM,P11215
7USN,O16453
7USO,P42574
7USP,P42574
7USQ,P42574
7USR,P68874
7USS,P68874
7UST,P68874
7USV,P68874
7USW,D3KZG3
7USX,D3KZG3
7USY,D3KZG3
7USZ,O94760
7UT0,O94760
7UT1,P03365
7UT4,P39993
7UT5,B7GZW7
7UT6,P07328
7UT7,P07328
7UT8,P07328
7UT9,P07328
7UTA,P07328
7UTB,Q9F663
7UTC,P14941
7UTD,A0QUM7
7UTE,Q9YFF4
7UTF,J0WHR2
7UTH,P39993
7UTI,P68135
7UTJ,P68135
7UTL,P68135
7UTP,Q11213
7UTR,Q11213
7UTS,Q11213
7UTT,Q8C6L5
7UTU,B2ZG07
7UTV,Q11213
7UTW,P00327
7UTY,O60885
7UTZ,P01215
7UU0,P25440
7UU3,M1GSK9
7UU4,M1GSK9
7UU5,M1GSK9
7UU6,P0DTD1
7UU7,P0DTD1
7UU8,P0DTD1
7UU9,P0DTD1
7UUA,P0DTD1
7UUB,P0DTD1
7UUC,P0DTD1
7UUD,P0DTD1
7UUE,P0DTD1
7UUG,P0DTD1
7UUH,C6H0Y9
7UUI,P53742
7UUJ,A0A1D0AST6
